room_type,person_capacity,space_type,region,country,total_booked_nights,total_available_or_booked_nights,month
Private room,2,House,Westland,Springfield,8.0,23.0,4/1/18
Private room,2,House,Hogwarts,Dragonstone,7.0,8.0,4/1/18
Private room,2,House,Westland,Westeros,20.0,40.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,7.0,33.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,12.0,20.0,4/1/18
Entire home/apt,3,Apartment,Hogwarts,Crownland,21.0,66.0,4/1/18
Entire home/apt,2,Apartment,Essos,Bear Island,1.0,35.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,0.0,16.0,4/1/18
Private room,1,House,Westland,Springfield,5.0,34.0,4/1/18
Entire home/apt,2,Apartment,Southland,River run,12.0,242.0,4/1/18
Entire home/apt,4,House,Westland,Springfield,26.0,34.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,5.0,34.0,4/1/18
Entire home/apt,16,House,Westland,Springfield,10.0,34.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,20.0,27.0,4/1/18
Entire home/apt,3,Apartment,Westland,Springfield,27.0,34.0,4/1/18
Private room,2,Apartment,Westland,Springfield,1.0,34.0,4/1/18
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,3.0,51.0,4/1/18
Shared room,1,Apartment,Westland,Springfield,28.0,34.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,16.0,34.0,4/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,68.0,72.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,5.0,34.0,4/1/18
Entire home/apt,5,Apartment,Westland,Westeros,19.0,40.0,4/1/18
Entire home/apt,5,Apartment,Essos,Bear Island,7.0,51.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,5.0,14.0,4/1/18
Entire home/apt,4,House,Westland,Westeros,16.0,38.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,12.0,12.0,4/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,34.0,53.0,4/1/18
Private room,4,Cabin,Westland,Springfield,7.0,14.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,10.0,34.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,16.0,33.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,3.0,7.0,4/1/18
Entire home/apt,6,House,Hogwarts,Dragonstone,47.0,61.0,4/1/18
Entire home/apt,3,Apartment,Southland,King's Landing,44.0,336.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,7.0,31.0,4/1/18
Private room,2,House,Westland,Westeros,3.0,24.0,4/1/18
Entire home/apt,5,House,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,15.0,4/1/18
Entire home/apt,5,House,Westland,Springfield,6.0,34.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,3.0,15.0,4/1/18
Entire home/apt,3,Apartment,La La Land,Iron Islands,8.0,8.0,4/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,64.0,70.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,27.0,34.0,4/1/18
Entire home/apt,4,Apartment,Westland,Westeros,3.0,40.0,4/1/18
Entire home/apt,2,Apartment,Southland,River run,216.0,260.0,4/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,6.0,53.0,4/1/18
Entire home/apt,10,House,Essos,Bear Island,4.0,5.0,4/1/18
Entire home/apt,6,Cabin,Westland,Springfield,7.0,20.0,4/1/18
Entire home/apt,2,House,Southland,Dorne,8.0,225.0,4/1/18
Private room,2,House,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,2,Apartment,Essos,Bear Island,41.0,44.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,7.0,30.0,4/1/18
Entire home/apt,4,Apartment,Southland,Dorne,12.0,82.0,4/1/18
Private room,2,House,Westland,Springfield,1.0,18.0,4/1/18
Entire home/apt,10,House,Southland,King's Landing,181.0,374.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,5.0,12.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,1.0,31.0,4/1/18
Private room,2,Cabin,Westland,Springfield,14.0,33.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,1.0,31.0,4/1/18
Private room,4,House,Hogwarts,Crownland,90.0,95.0,4/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,8.0,8.0,4/1/18
Private room,1,Apartment,Westland,Westeros,19.0,40.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,15.0,15.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,12.0,30.0,4/1/18
Entire home/apt,4,House,Southland,Dorne,301.0,410.0,4/1/18
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,16.0,51.0,4/1/18
Private room,2,Cabin,Southland,King's Landing,38.0,374.0,4/1/18
Private room,1,House,Westland,Westeros,5.0,36.0,4/1/18
Entire home/apt,14,House,Westland,Springfield,3.0,27.0,4/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,24.0,55.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,16.0,22.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,0.0,32.0,4/1/18
Private room,3,House,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,40.0,62.0,4/1/18
Entire home/apt,7,House,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,4,Apartment,La La Land,Oldtown,16.0,19.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,14.0,4/1/18
Entire home/apt,4,Apartment,Westland,Westeros,14.0,35.0,4/1/18
Entire home/apt,6,House,Westland,Westeros,5.0,20.0,4/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,7.0,7.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,1.0,33.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,1.0,16.0,4/1/18
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,12.0,62.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,125.0,363.0,4/1/18
Entire home/apt,2,Cabin,Essos,Pike's Peak,7.0,70.0,4/1/18
Entire home/apt,12,House,Westland,Springfield,11.0,30.0,4/1/18
Private room,1,House,Westland,Springfield,1.0,16.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,4.0,31.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,28.0,33.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,28.0,33.0,4/1/18
Entire home/apt,6,Cabin,Southland,Dorne,18.0,424.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,10.0,33.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,23.0,30.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,6.0,14.0,4/1/18
Entire home/apt,4,Apartment,Westland,Westeros,12.0,28.0,4/1/18
Entire home/apt,3,Cabin,Westland,Springfield,13.0,20.0,4/1/18
Entire home/apt,6,Cabin,Westland,Springfield,16.0,27.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,16.0,28.0,4/1/18
Entire home/apt,12,House,Westland,Springfield,5.0,7.0,4/1/18
Entire home/apt,4,Apartment,Westland,Westeros,3.0,29.0,4/1/18
Entire home/apt,6,Cabin,Westland,Springfield,20.0,29.0,4/1/18
Entire home/apt,6,Cabin,Westland,Springfield,7.0,34.0,4/1/18
Private room,2,Apartment,Westland,Springfield,10.0,33.0,4/1/18
Entire home/apt,5,Cabin,Hogwarts,Dragonstone,20.0,58.0,4/1/18
Entire home/apt,3,Apartment,Southland,River run,94.0,260.0,4/1/18
Entire home/apt,2,House,Westland,Springfield,2.0,2.0,4/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,18.0,40.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,2.0,34.0,4/1/18
Private room,1,Apartment,Westland,Springfield,27.0,31.0,4/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,2.0,15.0,4/1/18
Entire home/apt,24,House,Westland,Springfield,5.0,34.0,4/1/18
Entire home/apt,3,Apartment,Westland,Springfield,16.0,34.0,4/1/18
Private room,2,Apartment,Westland,Springfield,27.0,33.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,6.0,33.0,4/1/18
Entire home/apt,4,Apartment,La La Land,Hornhill,46.0,77.0,4/1/18
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,49.0,62.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,10.0,13.0,4/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,20.0,51.0,4/1/18
Entire home/apt,3,Apartment,Essos,High Garden,55.0,148.0,4/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,287.0,374.0,4/1/18
Entire home/apt,3,Apartment,Hogwarts,Dragonstone,44.0,61.0,4/1/18
Private room,2,Hotel,Westland,Springfield,7.0,14.0,4/1/18
Private room,2,House,Westland,Springfield,25.0,34.0,4/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,1.0,1.0,4/1/18
Entire home/apt,6,Apartment,Essos,Bear Island,2.0,53.0,4/1/18
Private room,4,House,La La Land,Iron Islands,6.0,14.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,23.0,34.0,4/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,20.0,38.0,4/1/18
Entire home/apt,4,Apartment,Southland,Dorne,8.0,424.0,4/1/18
Entire home/apt,4,House,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,3,Apartment,La La Land,Iron Islands,1.0,15.0,4/1/18
Entire home/apt,4,Apartment,Southland,Dorne,131.0,424.0,4/1/18
Entire home/apt,4,Cabin,La La Land,Iron Islands,1.0,15.0,4/1/18
Entire home/apt,8,Apartment,La La Land,Iron Islands,4.0,10.0,4/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,6.0,6.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,8.0,4/1/18
Entire home/apt,6,House,Westland,Westeros,1.0,41.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,3.0,3.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,7.0,31.0,4/1/18
Private room,2,House,Westland,Springfield,7.0,34.0,4/1/18
Entire home/apt,5,House,Westland,Springfield,8.0,33.0,4/1/18
Entire home/apt,4,Apartment,Westland,Westeros,16.0,35.0,4/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,5.0,52.0,4/1/18
Entire home/apt,7,House,Westland,Springfield,9.0,29.0,4/1/18
Entire home/apt,4,House,Westland,Springfield,1.0,21.0,4/1/18
Entire home/apt,6,House,La La Land,Iron Islands,5.0,14.0,4/1/18
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,49.0,62.0,4/1/18
Entire home/apt,2,Apartment,Essos,Bear Island,32.0,53.0,4/1/18
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,5.0,62.0,4/1/18
Entire home/apt,1,Apartment,Southland,River run,149.0,260.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,6,Cabin,Westland,Springfield,1.0,29.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,3.0,25.0,4/1/18
Private room,2,Apartment,Westland,Springfield,28.0,34.0,4/1/18
Entire home/apt,3,Apartment,Westland,Springfield,3.0,31.0,4/1/18
Entire home/apt,2,Apartment,Westland,Westeros,18.0,41.0,4/1/18
Entire home/apt,7,House,Hogwarts,Dragonstone,6.0,8.0,4/1/18
Private room,4,House,Westland,Springfield,3.0,30.0,4/1/18
Entire home/apt,2,Apartment,Westland,Westeros,17.0,40.0,4/1/18
Private room,2,Apartment,Westland,Springfield,5.0,22.0,4/1/18
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,5.0,51.0,4/1/18
Private room,2,House,Westland,Springfield,16.0,21.0,4/1/18
Entire home/apt,5,Apartment,La La Land,Oldtown,10.0,19.0,4/1/18
Entire home/apt,5,Apartment,La La Land,Oldtown,1.0,18.0,4/1/18
Entire home/apt,4,House,Westland,Springfield,16.0,19.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,16.0,34.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,6.0,23.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,3.0,20.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,13.0,16.0,4/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,32.0,72.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,6.0,34.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,12.0,20.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,1.0,31.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,1.0,11.0,4/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,10.0,10.0,4/1/18
Entire home/apt,6,House,Southland,Lannisport,172.0,521.0,4/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,1.0,1.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,20.0,31.0,4/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,18.0,35.0,4/1/18
Private room,2,Cabin,Westland,Springfield,1.0,23.0,4/1/18
Entire home/apt,3,House,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,9.0,4/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,3.0,72.0,4/1/18
Private room,2,House,Westland,Springfield,3.0,3.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,2.0,34.0,4/1/18
Entire home/apt,7,House,Westland,Springfield,15.0,34.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,28.0,33.0,4/1/18
Entire home/apt,6,Cabin,Westland,Springfield,8.0,18.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,11.0,12.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,8.0,31.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,6,House,Hogwarts,Dragonstone,20.0,62.0,4/1/18
Entire home/apt,4,House,Westland,Springfield,27.0,32.0,4/1/18
Entire home/apt,9,Apartment,Southland,River run,70.0,88.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,8.0,12.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,5.0,7.0,4/1/18
Entire home/apt,8,Cabin,Westland,Springfield,1.0,29.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,12.0,33.0,4/1/18
Entire home/apt,6,Apartment,Southland,River run,105.0,260.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,4.0,29.0,4/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,7.0,9.0,4/1/18
Entire home/apt,9,House,Westland,Springfield,10.0,21.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,10.0,34.0,4/1/18
Private room,2,House,Westland,Springfield,27.0,34.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,29.0,33.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,25.0,29.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,10.0,12.0,4/1/18
Entire home/apt,4,Apartment,Southland,River run,123.0,146.0,4/1/18
Entire home/apt,3,Apartment,Southland,Dorne,49.0,67.0,4/1/18
Private room,2,Cabin,La La Land,Iron Islands,5.0,15.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,1.0,2.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,8.0,12.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,14.0,26.0,4/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,3.0,10.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,16.0,33.0,4/1/18
Entire home/apt,12,House,Westland,Springfield,1.0,23.0,4/1/18
Private room,6,House,Essos,Pike's Peak,3.0,70.0,4/1/18
Private room,2,House,Southland,Dorne,90.0,424.0,4/1/18
Entire home/apt,3,Cabin,Southland,Dorne,187.0,410.0,4/1/18
Entire home/apt,5,Apartment,Essos,Bear Island,2.0,53.0,4/1/18
Entire home/apt,12,House,Westland,Springfield,14.0,34.0,4/1/18
Entire home/apt,3,Apartment,Westland,Springfield,1.0,34.0,4/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,62.0,67.0,4/1/18
Entire home/apt,2,House,Westland,Springfield,15.0,31.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,25.0,34.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,21.0,31.0,4/1/18
Private room,2,House,Westland,Springfield,8.0,34.0,4/1/18
Entire home/apt,2,Apartment,Westland,Westeros,18.0,39.0,4/1/18
Entire home/apt,2,Cabin,Southland,River run,20.0,242.0,4/1/18
Entire home/apt,5,Cabin,Westland,Springfield,29.0,34.0,4/1/18
Entire home/apt,8,Apartment,La La Land,Iron Islands,12.0,13.0,4/1/18
Entire home/apt,5,Apartment,Westland,Springfield,21.0,25.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,27.0,33.0,4/1/18
Entire home/apt,2,Apartment,Southland,Dorne,82.0,351.0,4/1/18
Entire home/apt,3,Apartment,Westland,Springfield,20.0,27.0,4/1/18
Entire home/apt,6,House,Hogwarts,Dragonstone,23.0,35.0,4/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,73.0,237.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,28.0,34.0,4/1/18
Entire home/apt,5,Cabin,Southland,Dorne,184.0,424.0,4/1/18
Entire home/apt,1,Cabin,Southland,Dorne,166.0,421.0,4/1/18
Private room,2,Cabin,Essos,Bear Island,15.0,53.0,4/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,38.0,263.0,4/1/18
Entire home/apt,3,Cabin,Westland,Springfield,27.0,34.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,3.0,12.0,4/1/18
Entire home/apt,3,Cabin,Westland,Springfield,25.0,34.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,14.0,4/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,9.0,9.0,4/1/18
Entire home/apt,7,Apartment,La La Land,Oldtown,19.0,19.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,0.0,34.0,4/1/18
Entire home/apt,7,Apartment,Essos,Pike's Peak,25.0,50.0,4/1/18
Entire home/apt,9,House,Westland,Westeros,11.0,23.0,4/1/18
Entire home/apt,4,House,Westland,Springfield,3.0,33.0,4/1/18
Entire home/apt,11,House,Westland,Springfield,5.0,8.0,4/1/18
Entire home/apt,4,House,Westland,Westeros,16.0,41.0,4/1/18
Private room,1,House,Westland,Westeros,18.0,39.0,4/1/18
Private room,2,House,Hogwarts,Dragonstone,49.0,62.0,4/1/18
Entire home/apt,3,Apartment,Westland,Springfield,8.0,20.0,4/1/18
Entire home/apt,1,Apartment,Southland,River run,170.0,225.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,3.0,7.0,4/1/18
Entire home/apt,16,House,Westland,Springfield,5.0,25.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,21.0,25.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,21.0,30.0,4/1/18
Entire home/apt,2,Cabin,Westland,Springfield,1.0,34.0,4/1/18
Entire home/apt,3,Cabin,Westland,Springfield,12.0,30.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,26.0,34.0,4/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,42.0,42.0,4/1/18
Private room,2,Hotel,Westland,Springfield,1.0,33.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,3.0,7.0,4/1/18
Entire home/apt,7,House,Westland,Springfield,5.0,14.0,4/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,38.0,82.0,4/1/18
Entire home/apt,4,Cabin,Hogwarts,Dragonstone,16.0,23.0,4/1/18
Entire home/apt,2,Apartment,Westland,Springfield,18.0,21.0,4/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,3.0,4.0,4/1/18
Entire home/apt,14,House,Westland,Springfield,1.0,12.0,4/1/18
Entire home/apt,16,House,Westland,Springfield,8.0,18.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,1.0,20.0,4/1/18
Entire home/apt,8,Apartment,La La Land,Iron Islands,3.0,12.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,0.0,34.0,4/1/18
Private room,2,House,Westland,Springfield,7.0,17.0,4/1/18
Private room,2,House,Westland,Springfield,13.0,17.0,4/1/18
Entire home/apt,7,Apartment,Essos,Pike's Peak,25.0,50.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,5.0,20.0,4/1/18
Entire home/apt,4,Cabin,Westland,Springfield,3.0,8.0,4/1/18
Entire home/apt,2,Apartment,Westland,Westeros,9.0,20.0,4/1/18
Entire home/apt,24,House,Westland,Springfield,5.0,18.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,9.0,14.0,4/1/18
Entire home/apt,5,Apartment,Westland,Springfield,3.0,8.0,4/1/18
Entire home/apt,14,Cabin,Essos,Bear Island,1.0,15.0,4/1/18
Entire home/apt,5,House,Westland,Springfield,1.0,3.0,4/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,8.0,32.0,4/1/18
Entire home/apt,6,Apartment,Southland,Dorne,26.0,38.0,4/1/18
Entire home/apt,4,House,Westland,Springfield,3.0,15.0,4/1/18
Entire home/apt,4,Cabin,La La Land,Iron Islands,0.0,9.0,4/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,23.0,73.0,4/1/18
Entire home/apt,2,Cabin,Essos,High Garden,10.0,12.0,4/1/18
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,16.0,18.0,4/1/18
Entire home/apt,4,Cabin,Westland,Westeros,0.0,1.0,4/1/18
Private room,2,House,Westland,Westeros,12.0,23.0,4/1/18
Entire home/apt,6,House,Westland,Springfield,0.0,3.0,4/1/18
Private room,2,Cabin,Westland,Springfield,2.0,10.0,4/1/18
Entire home/apt,16,Cabin,Essos,Pike's Peak,1.0,16.0,4/1/18
Private room,1,House,Southland,River run,3.0,90.0,4/1/18
Entire home/apt,4,Apartment,Westland,Springfield,8.0,23.0,4/1/18
Entire home/apt,6,Cabin,Southland,Lannisport,38.0,111.0,4/1/18
Entire home/apt,8,House,Westland,Springfield,1.0,3.0,4/1/18
Private room,2,House,Westland,Springfield,1.0,6.0,4/1/18
Entire home/apt,4,Apartment,Essos,Winterfell,14.0,25.0,4/1/18
Private room,2,Cabin,La La Land,Iron Islands,16.0,20.0,4/1/18
Entire home/apt,2,House,Southland,River run,32.0,32.0,4/1/18
Entire home/apt,9,House,Westland,Westeros,11.0,23.0,4/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,41.0,105.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,9.0,14.0,4/1/18
Entire home/apt,6,Apartment,Essos,Bear Island,14.0,14.0,4/1/18
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,1.0,1.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,8.0,13.0,4/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,7.0,4/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,1.0,7.0,4/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,6.0,55.0,4/1/18
Entire home/apt,4,House,Westland,Springfield,3.0,33.0,4/1/18
Entire home/apt,10,House,Westland,Springfield,1.0,14.0,4/1/18
Entire home/apt,4,Cabin,Hogwarts,Crownland,10.0,21.0,4/1/18
Entire home/apt,6,Apartment,Southland,King's Landing,10.0,10.0,4/1/18
Entire home/apt,10,House,Westland,Westeros,8.0,18.0,4/1/18
Entire home/apt,3,Apartment,Essos,Pike's Peak,22.0,24.0,4/1/18
Entire home/apt,4,Cabin,Westland,Westeros,3.0,12.0,4/1/18
Entire home/apt,6,Cabin,Westland,Springfield,1.0,5.0,4/1/18
Entire home/apt,11,House,Westland,Springfield,5.0,8.0,4/1/18
Private room,4,Cabin,Westland,Springfield,10.0,15.0,4/1/18
Entire home/apt,6,House,Essos,Bear Island,5.0,14.0,4/1/18
Entire home/apt,14,Cabin,Essos,Bear Island,2.0,14.0,4/1/18
Entire home/apt,6,Apartment,Westland,Springfield,12.0,23.0,4/1/18
Entire home/apt,2,Apartment,Westland,Westeros,8.0,24.0,4/1/18
Entire home/apt,2,Cabin,Southland,Dorne,53.0,54.0,4/1/18
